Sample in Buffer,Sample in Window,TRIGGER,count_1[19:0],debug_1[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
1012,1012,0,77654,50829
1013,1013,0,80403,32578
1014,1014,0,81270,32578
1015,1015,0,82529,32578
1016,1016,0,85664,32578
1017,1017,0,87034,32578
1018,1018,0,88830,17871
1019,1019,0,91037,17871
1020,1020,0,88960,17871
1021,1021,0,90664,17871
1022,1022,0,92332,17871
1023,1023,0,94791,50449
1024,1024,0,96028,50449
1025,1025,0,97358,50449
1026,1026,0,116786,50449
1027,1027,0,118483,50449
1028,1028,0,119824,2784
1029,1029,0,122550,2784
1030,1030,0,124074,2784
1031,1031,0,127092,2784
1032,1032,0,128813,2784
1033,1033,0,129708,53233
1034,1034,0,131505,53233
1035,1035,0,134045,53233
1036,1036,0,136065,53233
1037,1037,0,136803,53233
1038,1038,0,139289,56017
1039,1039,0,140994,56017
1040,1040,0,143487,56017
1041,1041,0,145772,56017
1042,1042,0,147336,56017
1043,1043,0,149052,43714
1044,1044,0,151757,43714
1045,1045,0,153402,43714
1046,1046,0,153895,43714
1047,1047,0,156931,43714
1048,1048,0,158680,34195
1049,1049,0,160372,34195
1050,1050,0,113816,34195
1051,1051,0,116017,34195
1052,1052,0,117390,34195
1053,1053,0,120138,12373
1054,1054,0,121676,12373
1055,1055,0,122313,12373
1056,1056,0,125318,12373
1057,1057,0,126922,12373
1058,1058,0,128481,46568
1059,1059,0,131183,46568
1060,1060,0,132790,46568
1061,1061,0,134764,46568
1062,1062,0,137474,46568
1063,1063,0,139078,58941
1064,1064,0,136636,58941
1065,1065,0,147106,58941
1066,1066,0,144362,58941
1067,1067,0,146068,58941
1068,1068,0,148503,39973
1069,1069,0,149679,39973
1070,1070,0,151303,39973
1071,1071,0,154508,39973
1072,1072,0,156172,39973
1073,1073,0,157693,33378
1074,1074,0,0,33378
1075,1075,0,1582,33378
1076,1076,0,3141,33378
1077,1077,0,4652,33378
1078,1078,0,6375,7815
1079,1079,0,7836,7815
1080,1080,0,10068,7815
1081,1081,0,12513,7815
1082,1082,0,14007,7815
1083,1083,0,15692,41193
